busId,timestamp,latitude,longitude,speed
BUS001,2025-04-19T13:35:03,37.38549484610444,-5.979552798864026,40.95077489136613
BUS002,2025-04-19T13:36:03,37.384823772520775,-5.980973413494268,43.35910741859452
BUS003,2025-04-19T13:37:03,37.39205137972882,-5.981389503713909,39.767869796720134
BUS001,2025-04-19T13:38:03,37.38501895218285,-5.984363459631138,23.828487849070388
BUS002,2025-04-19T13:39:03,37.39062680700484,-5.982061390374693,47.055561850936655
BUS003,2025-04-19T13:40:03,37.38486106221869,-5.981655119232855,43.897711706787874
BUS001,2025-04-19T13:41:03,37.391348281612146,-5.9817888597066515,31.200469162329902
BUS002,2025-04-19T13:42:03,37.38446708567916,-5.986708545961833,34.29171886627611
BUS003,2025-04-19T13:43:03,37.38479034179498,-5.985559983885471,31.342419873118914
BUS001,2025-04-19T13:44:03,37.39064894245442,-5.984546657169465,23.960189077297585
BUS002,2025-04-19T13:45:03,37.38550791826402,-5.980926758255452,38.89139767030787
BUS003,2025-04-19T13:46:03,37.38402171143729,-5.985112529712431,31.792210464218847
BUS001,2025-04-19T13:47:03,37.391708542118046,-5.981392990808021,26.730736473620492
BUS002,2025-04-19T13:48:03,37.38915703603734,-5.985671906180137,30.979606952674978
BUS003,2025-04-19T13:49:03,37.39209611497065,-5.979155491474936,36.58829925349333
BUS001,2025-04-19T13:50:03,37.39074562864483,-5.97803403429224,26.118536730982395
BUS002,2025-04-19T13:51:03,37.387805843455375,-5.98645182903512,39.715134756523845
BUS003,2025-04-19T13:52:03,37.38966269294823,-5.978557237081851,46.706858392796995
BUS001,2025-04-19T13:53:03,37.38685620826242,-5.980575073709735,47.83246177676652
BUS002,2025-04-19T13:54:03,37.38417686329628,-5.9797399214641525,30.36683832697404
BUS003,2025-04-19T13:55:03,37.38388200844017,-5.9813851284764405,36.650392512044384
BUS001,2025-04-19T13:56:03,37.39081668011466,-5.9785477959302185,40.39698663935603
BUS002,2025-04-19T13:57:03,37.38651424466585,-5.986555217096308,24.639081105971577
BUS003,2025-04-19T13:58:03,37.3845871769551,-5.985749729410598,34.537504863099976
BUS001,2025-04-19T13:59:03,37.385788270541234,-5.978049801734397,29.315040684076706
BUS002,2025-04-19T14:00:03,37.39026014704915,-5.977965071696375,45.931534045523804
BUS003,2025-04-19T14:01:03,37.38476038116444,-5.984676914133846,46.41825810410758
BUS001,2025-04-19T14:02:03,37.39176106548405,-5.981182703720667,22.89592130825191
BUS002,2025-04-19T14:03:03,37.3921827277439,-5.9807650531524414,25.98195440184849
BUS003,2025-04-19T14:04:03,37.38962826159413,-5.9857962385742365,37.40360152089602
BUS001,2025-04-19T14:05:03,37.38593377261491,-5.977885192349104,30.575030110491934
BUS002,2025-04-19T14:06:03,37.39197926326705,-5.984091467539385,23.15422931080243
BUS003,2025-04-19T14:07:03,37.389951834455466,-5.97740600997169,34.72233120507264
BUS001,2025-04-19T14:08:03,37.390207538871806,-5.9852834969463125,34.20595541153647
BUS002,2025-04-19T14:09:03,37.383916740130196,-5.980900466422279,30.631015292556835
BUS003,2025-04-19T14:10:03,37.39004116849394,-5.980075360657337,34.70096404222974
BUS001,2025-04-19T14:11:03,37.38383211775487,-5.986910762203056,31.47997439856089
BUS002,2025-04-19T14:12:03,37.39288303859424,-5.979021875809892,25.988702255982048
BUS003,2025-04-19T14:13:03,37.385160041232126,-5.987254268547899,42.42707000692798
BUS001,2025-04-19T14:14:03,37.39324848951441,-5.98023796160582,40.0878649318817
BUS002,2025-04-19T14:15:03,37.38615099405423,-5.9793742197342965,36.575858527651576
BUS003,2025-04-19T14:16:03,37.39031823585171,-5.9839766841620765,29.99171714847433
BUS001,2025-04-19T14:17:03,37.38461456373292,-5.98069600338625,23.99563566541659
BUS002,2025-04-19T14:18:03,37.38529780507946,-5.981887290518268,48.778070369029436
BUS003,2025-04-19T14:19:03,37.38542784310357,-5.9835642892058045,39.73849289065657
BUS001,2025-04-19T14:20:03,37.389554518745335,-5.978197047757857,28.208182193294085
BUS002,2025-04-19T14:21:03,37.39163579417269,-5.9791607282593935,20.03325409810657
BUS003,2025-04-19T14:22:03,37.38999262383506,-5.98027367824224,34.767314900528675
BUS001,2025-04-19T14:23:03,37.38883624993362,-5.984420495632018,35.503656690877776
BUS002,2025-04-19T14:24:03,37.38939890430441,-5.986929687145987,49.5992784777287
BUS003,2025-04-19T14:25:03,37.38965591934388,-5.977993820738882,47.558039817338766
BUS001,2025-04-19T14:26:03,37.38758591534983,-5.98011926448363,40.10971165820052
BUS002,2025-04-19T14:27:03,37.39322559813944,-5.979882274698131,47.88761072806359
BUS003,2025-04-19T14:28:03,37.38908770275655,-5.978327336746052,43.156218670266185
BUS001,2025-04-19T14:29:03,37.3885844378612,-5.981696755370073,45.303667868497016
BUS002,2025-04-19T14:30:03,37.390401978314905,-5.977714581905131,34.612069376514896
BUS003,2025-04-19T14:31:03,37.39253496169486,-5.982243776589055,25.61095668124384
BUS001,2025-04-19T14:32:03,37.39277050431858,-5.977998936895984,40.99450924199037
BUS002,2025-04-19T14:33:03,37.39250167313571,-5.980089067788386,35.680766794853646
BUS003,2025-04-19T14:34:03,37.38916190062267,-5.977941657725469,48.00565999770511
BUS001,2025-04-19T14:35:03,37.386004506047094,-5.984144126969492,26.835839151704505
BUS002,2025-04-19T14:36:03,37.38835300122006,-5.987263962746326,46.866483677455264
BUS003,2025-04-19T14:37:03,37.387250596338106,-5.985474950869976,24.728370686441785
BUS001,2025-04-19T14:38:03,37.387149758260726,-5.985729556429417,24.761754105173498
BUS002,2025-04-19T14:39:03,37.39159937763866,-5.9832767027648375,25.37725980561862
BUS003,2025-04-19T14:40:03,37.38916879900519,-5.9821509915661055,34.49182643542866
BUS001,2025-04-19T14:41:03,37.39301088262469,-5.982158776553995,22.382403026394876
BUS002,2025-04-19T14:42:03,37.38600708879276,-5.9781572660047395,23.387161319513563
BUS003,2025-04-19T14:43:03,37.39250832574564,-5.982938090751783,38.65978810403679
BUS001,2025-04-19T14:44:03,37.39281951110899,-5.978920841981571,41.931979206274406
BUS002,2025-04-19T14:45:03,37.38585513977566,-5.978472206275772,22.60495002656626
BUS003,2025-04-19T14:46:03,37.38453106719518,-5.98169031861875,21.51844775839588
BUS001,2025-04-19T14:47:03,37.39146406429029,-5.977637002376662,31.314033062208647
BUS002,2025-04-19T14:48:03,37.39332907105963,-5.987197355025813,42.872994238014456
BUS003,2025-04-19T14:49:03,37.389640761584616,-5.98435640724414,30.44739136611303
BUS001,2025-04-19T14:50:03,37.39037720176178,-5.978871518889871,35.42841202177205
BUS002,2025-04-19T14:51:03,37.38795465123448,-5.9841455322388075,47.24275694155831
BUS003,2025-04-19T14:52:03,37.39050234069766,-5.983654119588021,23.13256522658128
BUS001,2025-04-19T14:53:03,37.38538188091009,-5.984486248963217,30.96223091535992
BUS002,2025-04-19T14:54:03,37.384030258360966,-5.980182635604005,27.66582917379329
BUS003,2025-04-19T14:55:03,37.38715492244913,-5.978599753467221,37.23458410437345
BUS001,2025-04-19T14:56:03,37.38405972771012,-5.9776331788330745,30.97064728621266
